congress,chamber,icpsr,st,dist,namelast,CD
116,H,21989,WI,7,TIFFANY,WI-7
116,H,29769,WI,3,KIND,WI-3
116,H,21710,WY,1,CHENEY,WY-1
117,H,20301,AL,3,ROGERS,AL-3
117,H,21102,AL,7,SEWELL,AL-7
117,H,21193,AL,5,BROOKS,AL-5
117,H,21500,AL,6,PALMER,AL-6
117,H,22108,AL,1,CARL,AL-1
117,H,22140,AL,2,MOORE,AL-2
117,H,29701,AL,4,ADERHOLT,AL-4
117,H,14066,AK,1,YOUNG,AK-1
117,H,20305,AZ,3,GRIJALVA,AZ-3
117,H,20902,AZ,2,KIRKPATRICK,AZ-2
117,H,21103,AZ,4,GOSAR,AZ-4
117,H,21105,AZ,6,SCHWEIKERT,AZ-6
117,H,21502,AZ,7,GALLEGO,AZ-7
117,H,21705,AZ,5,BIGGS,AZ-5
117,H,21739,AZ,1,HALLERAN,AZ-1
117,H,21757,AZ,8,LESKO,AZ-8
117,H,21968,AZ,9,STANTON,AZ-9
117,H,21106,AR,1,CRAWFORD,AR-1
117,H,21108,AR,3,WOMACK,AR-3
117,H,21503,AR,2,HILL,AR-2
117,H,21563,AR,4,WESTERMAN,AR-4
117,H,15448,CA,12,PELOSI,CA-12
117,H,20104,CA,28,SCHIFF,CA-28
117,H,20107,CA,50,ISSA,CA-50
117,H,20307,CA,22,NUNES,CA-22
117,H,20310,CA,38,SÁNCHEZ,CA-38
117,H,20501,CA,16,COSTA,CA-16
117,H,20538,CA,6,MATSUI,CA-6
117,H,20702,CA,9,MCNERNEY,CA-9
117,H,20703,CA,23,MCCARTHY,CA-23
117,H,20762,CA,14,SPEIER,CA-14
117,H,20903,CA,4,MCCLINTOCK,CA-4
117,H,20955,CA,27,CHU,CA-27
117,H,20958,CA,3,GARAMENDI,CA-3
117,H,21110,CA,37,BASS,CA-37
117,H,21302,CA,1,LAMALFA,CA-1
117,H,21303,CA,2,HUFFMAN,CA-2
117,H,21304,CA,7,BERA,CA-7
117,H,21306,CA,15,SWALWELL,CA-15
117,H,21307,CA,21,VALADAO,CA-21
117,H,21308,CA,26,BROWNLEY,CA-26
117,H,21309,CA,29,CÁRDENAS,CA-29
117,H,21311,CA,36,RUIZ,CA-36
117,H,21312,CA,41,TAKANO,CA-41
117,H,21313,CA,47,LOWENTHAL,CA-47
117,H,21314,CA,51,VARGAS,CA-51
117,H,21315,CA,52,PETERS,CA-52
117,H,21504,CA,11,DESAULNIER,CA-11
117,H,21506,CA,31,AGUILAR,CA-31
117,H,21507,CA,33,LIEU,CA-33
117,H,21508,CA,35,TORRES,CA-35
117,H,21703,CA,44,BARRAGÁN,CA-44
117,H,21709,CA,24,CARBAJAL,CA-24
117,H,21711,CA,46,CORREA,CA-46
117,H,21728,CA,17,KHANNA,CA-17
117,H,21740,CA,20,PANETTA,CA-20
117,H,21754,CA,34,GOMEZ,CA-34
117,H,21930,CA,10,HARDER,CA-10
117,H,21939,CA,49,LEVIN,CA-49
117,H,21954,CA,45,PORTER,CA-45
117,H,21988,CA,25,GARCIA,CA-25
117,H,22126,CA,53,JACOBS,CA-53
117,H,22129,CA,39,KIM,CA-39
117,H,22145,CA,8,OBERNOLTE,CA-8
117,H,22152,CA,48,STEEL,CA-48
117,H,29106,CA,43,WATERS,CA-43
117,H,29312,CA,18,ESHOO,CA-18
117,H,29317,CA,40,ROYBAL-ALLARD,CA-40
117,H,29323,CA,42,CALVERT,CA-42
117,H,29504,CA,19,LOFGREN,CA-19
117,H,29707,CA,30,SHERMAN,CA-30
117,H,29778,CA,13,LEE,CA-13
117,H,29901,CA,5,THOMPSON,CA-5
117,H,29903,CA,32,NAPOLITANO,CA-32
117,H,20704,CO,5,LAMBORN,CO-5
117,H,20705,CO,7,PERLMUTTER,CO-7
117,H,21510,CO,4,BUCK,CO-4
117,H,21912,CO,6,CROW,CO-6
117,H,21948,CO,2,NEGUSE,CO-2
117,H,22103,CO,3,BOEBERT,CO-3
117,H,29710,CO,1,DEGETTE,CO-1
117,H,20706,CT,2,COURTNEY,CT-2
117,H,20907,CT,4,HIMES,CT-4
117,H,21931,CT,5,HAYES,CT-5
117,H,29109,CT,3,DELAURO,CT-3
117,H,29908,CT,1,LARSON,CT-1
117,H,21706,DE,1,BLUNT ROCHESTER,DE-1
117,H,20316,FL,25,DIAZ-BALART,FL-25
117,H,20504,FL,23,WASSERMAN SCHULTZ,FL-23
117,H,20708,FL,14,CASTOR,FL-14
117,H,20709,FL,16,BUCHANAN,FL-16
117,H,20758,FL,12,BILIRAKIS,FL-12
117,H,20909,FL,8,POSEY,FL-8
117,H,20959,FL,22,DEUTCH,FL-22
117,H,21116,FL,11,WEBSTER,FL-11
117,H,21118,FL,24,WILSON,FL-24
117,H,21321,FL,21,FRANKEL,FL-21
117,H,21712,FL,13,CRIST,FL-13
117,H,21713,FL,10,DEMINGS,FL-10
117,H,21714,FL,2,DUNN,FL-2
117,H,21719,FL,1,GAETZ,FL-1
117,H,21732,FL,5,LAWSON,FL-5
117,H,21735,FL,18,MAST,FL-18
117,H,21738,FL,7,MURPHY,FL-7
117,H,21744,FL,4,RUTHERFORD,FL-4
117,H,21746,FL,9,SOTO,FL-9
117,H,21971,FL,17,STEUBE,FL-17
117,H,21981,FL,6,WALTZ,FL-6
117,H,22107,FL,3,CAMMACK,FL-3
117,H,22111,FL,19,DONALDS,FL-19
117,H,22116,FL,15,FRANKLIN,FL-15
117,H,22118,FL,26,GIMENEZ,FL-26
117,H,22150,FL,27,SALAZAR,FL-27
117,H,22163,FL,20,CHERFILUS-MCCORMICK,FL-20
117,H,29337,FL,20,HASTINGS,FL-20
117,H,20321,GA,13,SCOTT,GA-13
117,H,20712,GA,4,JOHNSON,GA-4
117,H,21123,GA,8,SCOTT,GA-8
117,H,21513,GA,1,CARTER,GA-1
117,H,21514,GA,10,HICE,GA-10
117,H,21515,GA,11,LOUDERMILK,GA-11
117,H,21516,GA,12,ALLEN,GA-12
117,H,21717,GA,3,FERGUSON,GA-3
117,H,21944,GA,6,MCBATH,GA-6
117,H,22104,GA,7,BOURDEAUX,GA-7
117,H,22110,GA,9,CLYDE,GA-9
117,H,22121,GA,14,GREENE,GA-14
117,H,22156,GA,5,WILLIAMS,GA-5
117,H,29339,GA,2,BISHOP,GA-2
117,H,20322,HI,1,CASE,HI-1
117,H,22128,HI,2,KAHELE,HI-2
117,H,21920,ID,1,FULCHER,ID-1
117,H,29910,ID,2,SIMPSON,ID-2
117,H,20749,IL,11,FOSTER,IL-11
117,H,20954,IL,5,QUIGLEY,IL-5
117,H,21128,IL,16,KINZINGER,IL-16
117,H,21326,IL,10,SCHNEIDER,IL-10
117,H,21328,IL,13,DAVIS,IL-13
117,H,21329,IL,17,BUSTOS,IL-17
117,H,21371,IL,2,KELLY,IL-2
117,H,21519,IL,12,BOST,IL-12
117,H,21562,IL,18,LAHOOD,IL-18
117,H,21730,IL,8,KRISHNAMOORTHI,IL-8
117,H,21906,IL,6,CASTEN,IL-6
117,H,21921,IL,4,A,IL-4
117,H,21979,IL,14,UNDERWOOD,IL-14
117,H,22138,IL,15,MILLER,IL-15
117,H,22144,IL,3,NEWMAN,IL-3
117,H,29346,IL,1,RUSH,IL-1
117,H,29717,IL,7,DAVIS,IL-7
117,H,29911,IL,9,SCHAKOWSKY,IL-9
117,H,20757,IN,7,CARSON,IN-7
117,H,21132,IN,8,BUCSHON,IN-8
117,H,21330,IN,2,WALORSKI,IN-2
117,H,21702,IN,3,BANKS,IN-3
117,H,21725,IN,9,HOLLINGSWORTH,IN-9
117,H,21903,IN,4,BAIRD,IN-4
117,H,21952,IN,6,PENCE,IN-6
117,H,22142,IN,1,MRVAN,IN-1
117,H,22151,IN,5,SPARTZ,IN-5
117,H,21902,IA,3,AXNE,IA-3
117,H,22113,IA,4,FEENSTRA,IA-4
117,H,22124,IA,1,HINSON,IA-1
117,H,22139,IA,2,MILLER-MEEKS,IA-2
117,H,21750,KS,4,ESTES,KS-4
117,H,21914,KS,3,DAVIDS,KS-3
117,H,22130,KS,2,LATURNER,KS-2
117,H,22134,KS,1,MANN,KS-1
117,H,14854,KY,5,ROGERS,KY-5
117,H,20723,KY,3,YARMUTH,KY-3
117,H,20916,KY,2,GUTHRIE,KY-2
117,H,21333,KY,6,BARR,KY-6
117,H,21565,KY,1,COMER,KY-1
117,H,31102,KY,4,MASSIE,KY-4
117,H,20759,LA,1,SCALISE,LA-1
117,H,21137,LA,2,RICHMOND,LA-2
117,H,21523,LA,6,GRAVES,LA-6
117,H,21724,LA,3,HIGGINS,LA-3
117,H,21727,LA,4,JOHNSON,LA-4
117,H,22157,LA,5,LETLOW,LA-5
117,H,22158,LA,2,CARTER,LA-2
117,H,20920,ME,1,PINGREE,ME-1
117,H,21923,ME,2,GOLDEN,ME-2
117,H,14873,MD,5,HOYER,MD-5
117,H,15433,MD,7,MFUME,MD-7
117,H,20329,MD,2,RUPPERSBERGER,MD-2
117,H,20724,MD,3,SARBANES,MD-3
117,H,21139,MD,1,HARRIS,MD-1
117,H,21707,MD,4,BROWN,MD-4
117,H,21741,MD,8,RASKIN,MD-8
117,H,21978,MD,6,TRONE,MD-6
117,H,15616,MA,1,NEAL,MA-1
117,H,20119,MA,8,LYNCH,MA-8
117,H,21140,MA,9,KEATING,MA-9
117,H,21375,MA,5,CLARK,MA-5
117,H,21525,MA,6,MOULTON,MA-6
117,H,21955,MA,7,PRESSLEY,MA-7
117,H,21977,MA,3,TRAHAN,MA-3
117,H,22100,MA,4,AUCHINCLOSS,MA-4
117,H,29729,MA,2,MCGOVERN,MA-2
117,H,15446,MI,6,UPTON,MI-6
117,H,20725,MI,7,WALBERG,MI-7
117,H,21142,MI,2,HUIZENGA,MI-2
117,H,21372,MI,5,KILDEE,MI-5
117,H,21526,MI,4,MOOLENAAR,MI-4
117,H,21529,MI,12,DINGELL,MI-12
117,H,21530,MI,14,LAWRENCE,MI-14
117,H,21704,MI,1,BERGMAN,MI-1
117,H,21940,MI,9,LEVIN,MI-9
117,H,21965,MI,8,SLOTKIN,MI-8
117,H,21972,MI,11,STEVENS,MI-11
117,H,21975,MI,13,TLAIB,MI-13
117,H,22136,MI,10,MCCLAIN,MI-10
117,H,22137,MI,3,MEIJER,MI-3
117,H,20122,MN,4,MCCOLLUM,MN-4
117,H,21531,MN,6,EMMER,MN-6
117,H,21910,MN,2,CRAIG,MN-2
117,H,21929,MN,1,HAGEDORN,MN-1
117,H,21950,MN,5,OMAR,MN-5
117,H,21953,MN,3,PHILLIPS,MN-3
117,H,21969,MN,8,STAUBER,MN-8
117,H,22114,MN,7,FISCHBACH,MN-7
117,H,21148,MS,4,PALAZZO,MS-4
117,H,21561,MS,1,KELLY,MS-1
117,H,21927,MS,3,GUEST,MS-3
117,H,29368,MS,2,THOMPSON,MS-2
117,H,20124,MO,6,GRAVES,MO-6
117,H,20517,MO,5,CLEAVER,MO-5
117,H,20926,MO,3,LUETKEMEYER,MO-3
117,H,21149,MO,4,HARTZLER,MO-4
117,H,21150,MO,7,LONG,MO-7
117,H,21337,MO,2,WAGNER,MO-2
117,H,21373,MO,8,SMITH,MO-8
117,H,22106,MO,1,BUSH,MO-1
117,H,22148,MT,1,ROSENDALE,MT-1
117,H,20518,NE,1,FORTENBERRY,NE-1
117,H,20729,NE,3,SMITH,NE-3
117,H,21701,NE,2,BACON,NE-2
117,H,20927,NV,1,TITUS,NV-1
117,H,21196,NV,2,AMODEI,NV-2
117,H,21339,NV,4,HORSFORD,NV-4
117,H,21938,NV,3,LEE,NV-3
117,H,21340,NH,2,KUSTER,NH-2
117,H,21951,NH,1,PAPPAS,NH-1
117,H,14863,NJ,4,SMITH,NJ-4
117,H,15454,NJ,6,PALLONE,NJ-6
117,H,20542,NJ,8,SIRES,NJ-8
117,H,21536,NJ,1,NORCROSS,NJ-1
117,H,21538,NJ,12,WATSON COLEMAN,NJ-12
117,H,21723,NJ,5,GOTTHEIMER,NJ-5
117,H,21937,NJ,3,KIM,NJ-3
117,H,21942,NJ,7,MALINOWSKI,NJ-7
117,H,21964,NJ,11,SHERRILL,NJ-11
117,H,29741,NJ,9,PASCRELL,NJ-9
117,H,31103,NJ,10,PAYNE,NJ-10
117,H,91980,NJ,2,VAN DREW,NJ-2
117,H,21928,NM,1,HAALAND,NM-1
117,H,22123,NM,2,HERRELL,NM-2
117,H,22131,NM,3,LEGER FERNANDEZ,NM-3
117,H,22159,NM,1,STANSBURY,NM-1
117,H,20519,NY,26,HIGGINS,NY-26
117,H,20733,NY,9,CLARKE,NY-9
117,H,20934,NY,20,TONKO,NY-20
117,H,21101,NY,23,REED,NY-23
117,H,21342,NY,6,MENG,NY-6
117,H,21343,NY,8,JEFFRIES,NY-8
117,H,21344,NY,18,MALONEY,NY-18
117,H,21539,NY,1,ZELDIN,NY-1
117,H,21540,NY,4,RICE,NY-4
117,H,21541,NY,21,STEFANIK,NY-21
117,H,21542,NY,24,KATKO,NY-24
117,H,21715,NY,13,ESPAILLAT,NY-13
117,H,21747,NY,3,SUOZZI,NY-3
117,H,21749,NY,22,TENNEY,NY-22
117,H,21761,NY,25,MORELLE,NY-25
117,H,21916,NY,19,DELGADO,NY-19
117,H,21949,NY,14,OCASIO-CORTEZ,NY-14
117,H,21990,NY,27,JACOBS,NY-27
117,H,22105,NY,16,BOWMAN,NY-16
117,H,22117,NY,2,GARBARINO,NY-2
117,H,22127,NY,17,JONES,NY-17
117,H,22133,NY,11,MALLIOTAKIS,NY-11
117,H,22154,NY,15,TORRES,NY-15
117,H,29377,NY,10,NADLER,NY-10
117,H,29378,NY,7,VELÁZQUEZ,NY-7
117,H,29379,NY,12,MALONEY,NY-12
117,H,29776,NY,5,MEEKS,NY-5
117,H,15438,NC,4,PRICE,NC-4
117,H,20340,NC,1,BUTTERFIELD,NC-1
117,H,20521,NC,5,FOXX,NC-5
117,H,20522,NC,10,MCHENRY,NC-10
117,H,21346,NC,8,HUDSON,NC-8
117,H,21544,NC,7,ROUZER,NC-7
117,H,21545,NC,12,ADAMS,NC-12
117,H,21708,NC,13,BUDD,NC-13
117,H,21986,NC,9,BISHOP,NC-9
117,H,21987,NC,3,MURPHY,NC-3
117,H,22109,NC,11,CAWTHORN,NC-11
117,H,22135,NC,6,MANNING,NC-6
117,H,22149,NC,2,ROSS,NC-2
117,H,21901,ND,1,ARMSTRONG,ND-1
117,H,15029,OH,9,KAPTUR,OH-9
117,H,20342,OH,10,TURNER,OH-10
117,H,20343,OH,13,RYAN,OH-13
117,H,20738,OH,4,JORDAN,OH-4
117,H,20755,OH,5,LATTA,OH-5
117,H,20941,OH,11,FUDGE,OH-11
117,H,21162,OH,6,JOHNSON,OH-6
117,H,21163,OH,15,STIVERS,OH-15
117,H,21165,OH,7,GIBBS,OH-7
117,H,21351,OH,2,WENSTRUP,OH-2
117,H,21352,OH,3,BEATTY,OH-3
117,H,21353,OH,14,JOYCE,OH-14
117,H,21564,OH,8,DAVIDSON,OH-8
117,H,21759,OH,12,BALDERSON,OH-12
117,H,21924,OH,16,GONZALEZ,OH-16
117,H,22161,OH,11,BROWN,OH-11
117,H,22162,OH,15,CAREY,OH-15
117,H,29550,OH,1,CHABOT,OH-1
117,H,20344,OK,4,COLE,OK-4
117,H,21355,OK,2,MULLIN,OK-2
117,H,21760,OK,1,HERN,OK-1
117,H,22102,OK,5,BICE,OK-5
117,H,29393,OK,3,LUCAS,OK-3
117,H,15410,OR,4,DEFAZIO,OR-4
117,H,20944,OR,5,SCHRADER,OR-5
117,H,21198,OR,1,BONAMICI,OR-1
117,H,22101,OR,2,BENTZ,OR-2
117,H,29588,OR,3,BLUMENAUER,OR-3
117,H,20946,PA,15,THOMPSON,PA-15
117,H,21167,PA,16,KELLY,PA-16
117,H,21356,PA,10,PERRY,PA-10
117,H,21358,PA,8,CARTWRIGHT,PA-8
117,H,21548,PA,2,BOYLE,PA-2
117,H,21566,PA,3,EVANS,PA-3
117,H,21718,PA,1,FITZPATRICK,PA-1
117,H,21745,PA,11,SMUCKER,PA-11
117,H,21756,PA,17,LAMB,PA-17
117,H,21762,PA,5,SCANLON,PA-5
117,H,21763,PA,7,WILD,PA-7
117,H,21915,PA,4,DEAN,PA-4
117,H,21934,PA,6,HOULAHAN,PA-6
117,H,21936,PA,13,JOYCE,PA-13
117,H,21945,PA,9,MEUSER,PA-9
117,H,21956,PA,14,RESCHENTHALER,PA-14
117,H,21985,PA,12,KELLER,PA-12
117,H,29561,PA,18,DOYLE,PA-18
117,H,20136,RI,2,LANGEVIN,RI-2
117,H,21172,RI,1,CICILLINE,RI-1
117,H,20138,SC,2,WILSON,SC-2
117,H,21174,SC,3,DUNCAN,SC-3
117,H,21359,SC,7,RICE,SC-7
117,H,21753,SC,5,NORMAN,SC-5
117,H,21974,SC,4,TIMMONS,SC-4
117,H,22132,SC,1,MACE,SC-1
117,H,39301,SC,6,CLYBURN,SC-6
117,H,21935,SD,1,JOHNSON,SD-1
117,H,15019,TN,5,COOPER,TN-5
117,H,20748,TN,9,COHEN,TN-9
117,H,21178,TN,3,FLEISCHMANN,TN-3
117,H,21179,TN,4,DESJARLAIS,TN-4
117,H,21731,TN,8,KUSTOFF,TN-8
117,H,21905,TN,2,BURCHETT,TN-2
117,H,21926,TN,7,GREEN,TN-7
117,H,21959,TN,6,ROSE,TN-6
117,H,22122,TN,1,HARSHBARGER,TN-1
117,H,20355,TX,26,BURGESS,TX-26
117,H,20356,TX,31,CARTER,TX-31
117,H,20527,TX,1,GOHMERT,TX-1
117,H,20529,TX,9,GREEN,TX-9
117,H,20530,TX,10,MCCAUL,TX-10
117,H,20533,TX,28,CUELLAR,TX-28
117,H,21360,TX,14,WEBER,TX-14
117,H,21362,TX,20,CASTRO,TX-20
117,H,21364,TX,25,WILLIAMS,TX-25
117,H,21365,TX,33,VEASEY,TX-33
117,H,21366,TX,34,VELA,TX-34
117,H,21551,TX,36,BABIN,TX-36
117,H,21700,TX,19,ARRINGTON,TX-19
117,H,21722,TX,15,GONZALEZ,TX-15
117,H,21758,TX,27,CLOUD,TX-27
117,H,21900,TX,32,ALLRED,TX-32
117,H,21911,TX,2,CRENSHAW,TX-2
117,H,21917,TX,16,ESCOBAR,TX-16
117,H,21919,TX,7,FLETCHER,TX-7
117,H,21922,TX,29,GARCIA,TX-29
117,H,21925,TX,5,GOODEN,TX-5
117,H,21961,TX,21,ROY,TX-21
117,H,21973,TX,3,TAYLOR,TX-3
117,H,21984,TX,6,WRIGHT,TX-6
117,H,22112,TX,4,FALLON,TX-4
117,H,22119,TX,23,GONZALES,TX-23
117,H,22125,TX,13,JACKSON,TX-13
117,H,22143,TX,22,NEHLS,TX-22
117,H,22147,TX,11,PFLUGER,TX-11
117,H,22155,TX,24,VAN DUYNE,TX-24
117,H,22160,TX,6,ELLZEY,TX-6
117,H,29571,TX,35,DOGGETT,TX-35
117,H,29573,TX,18,JACKSON LEE,TX-18
117,H,29759,TX,17,SESSIONS,TX-17
117,H,29760,TX,8,BRADY,TX-8
117,H,29762,TX,12,GRANGER,TX-12
117,H,39305,TX,30,JOHNSON,TX-30
117,H,21367,UT,2,STEWART,UT-2
117,H,21755,UT,3,CURTIS,UT-3
117,H,22141,UT,1,MOORE,UT-1
117,H,22146,UT,4,OWENS,UT-4
117,H,20750,VT,1,WELCH,VT-1
117,H,20756,VA,1,WITTMAN,VA-1
117,H,20952,VA,11,CONNOLLY,VA-11
117,H,21191,VA,9,GRIFFITH,VA-9
117,H,21554,VA,8,BEYER,VA-8
117,H,21736,VA,4,MCEACHIN,VA-4
117,H,21908,VA,6,CLINE,VA-6
117,H,21941,VA,2,LURIA,VA-2
117,H,21966,VA,7,SPANBERGER,VA-7
117,H,21983,VA,10,WEXTON,VA-10
117,H,22120,VA,5,GOOD,VA-5
117,H,39307,VA,3,SCOTT,VA-3
117,H,20145,WA,2,LARSEN,WA-2
117,H,20535,WA,5,MCMORRIS RODGERS,WA-5
117,H,21187,WA,3,HERRERA BEUTLER,WA-3
117,H,21368,WA,6,KILMER,WA-6
117,H,21556,WA,4,NEWHOUSE,WA-4
117,H,21726,WA,7,JAYAPAL,WA-7
117,H,21962,WA,8,SCHRIER,WA-8
117,H,22153,WA,10,STRICKLAND,WA-10
117,H,29768,WA,9,SMITH,WA-9
117,H,31101,WA,1,DELBENE,WA-1
117,H,21188,WV,1,MCKINLEY,WV-1
117,H,21557,WV,2,MOONEY,WV-2
117,H,21946,WV,3,MILLER,WV-3
117,H,20537,WI,4,MOORE,WI-4
117,H,21370,WI,2,POCAN,WI-2
117,H,21559,WI,6,GROTHMAN,WI-6
117,H,21720,WI,8,GALLAGHER,WI-8
117,H,21970,WI,1,STEIL,WI-1
117,H,21989,WI,7,TIFFANY,WI-7
117,H,22115,WI,5,FITZGERALD,WI-5
117,H,29769,WI,3,KIND,WI-3
117,H,21710,WY,1,CHENEY,WY-1
118,H,20301,AL,3,ROGERS,AL-3
118,H,21102,AL,7,SEWELL,AL-7
118,H,21500,AL,6,PALMER,AL-6
118,H,22108,AL,1,CARL,AL-1
118,H,22140,AL,2,MOORE,AL-2
118,H,22366,AL,5,STRONG,AL-5
118,H,29701,AL,4,ADERHOLT,AL-4
118,H,22168,AK,1,PELTOLA,AK-1
118,H,21995,AS,0,RADEWAGEN,AS-0
118,H,20305,AZ,7,GRIJALVA,AZ-7
118,H,21103,AZ,9,GOSAR,AZ-9
118,H,21105,AZ,1,SCHWEIKERT,AZ-1
118,H,21502,AZ,3,GALLEGO,AZ-3
118,H,21705,AZ,5,BIGGS,AZ-5
118,H,21757,AZ,8,LESKO,AZ-8
118,H,21968,AZ,4,STANTON,AZ-4
118,H,22309,AZ,6,CISCOMANI,AZ-6
118,H,22311,AZ,2,CRANE,AZ-2
118,H,21106,AR,1,CRAWFORD,AR-1
118,H,21108,AR,3,WOMACK,AR-3
118,H,21503,AR,2,HILL,AR-2
118,H,21563,AR,4,WESTERMAN,AR-4
118,H,15448,CA,11,PELOSI,CA-11
118,H,20104,CA,30,SCHIFF,CA-30
118,H,20107,CA,48,ISSA,CA-48
118,H,20310,CA,38,SÁNCHEZ,CA-38
118,H,20501,CA,21,COSTA,CA-21
118,H,20538,CA,7,MATSUI,CA-7
118,H,20703,CA,20,MCCARTHY,CA-20
118,H,20903,CA,5,MCCLINTOCK,CA-5
118,H,20955,CA,28,CHU,CA-28
118,H,20958,CA,8,GARAMENDI,CA-8
118,H,21302,CA,1,LAMALFA,CA-1
118,H,21303,CA,2,HUFFMAN,CA-2
118,H,21304,CA,6,BERA,CA-6
118,H,21306,CA,14,SWALWELL,CA-14
118,H,21307,CA,22,VALADAO,CA-22
118,H,21308,CA,26,BROWNLEY,CA-26
118,H,21309,CA,29,CÁRDENAS,CA-29
118,H,21311,CA,25,RUIZ,CA-25
118,H,21312,CA,39,TAKANO,CA-39
118,H,21314,CA,52,VARGAS,CA-52
118,H,21315,CA,50,PETERS,CA-50
118,H,21504,CA,10,DESAULNIER,CA-10
118,H,21506,CA,33,AGUILAR,CA-33
118,H,21507,CA,36,LIEU,CA-36
118,H,21508,CA,35,TORRES,CA-35
118,H,21703,CA,44,BARRAGÁN,CA-44
118,H,21709,CA,24,CARBAJAL,CA-24
118,H,21711,CA,46,CORREA,CA-46
118,H,21728,CA,17,KHANNA,CA-17
118,H,21740,CA,19,PANETTA,CA-19
118,H,21754,CA,34,GOMEZ,CA-34
118,H,21930,CA,9,HARDER,CA-9
118,H,21939,CA,49,LEVIN,CA-49
118,H,21954,CA,47,PORTER,CA-47
118,H,21988,CA,27,GARCIA,CA-27
118,H,22126,CA,51,JACOBS,CA-51
118,H,22129,CA,40,KIM,CA-40
118,H,22145,CA,23,OBERNOLTE,CA-23
118,H,22152,CA,45,STEEL,CA-45
118,H,22317,CA,13,DUARTE,CA-13
118,H,22323,CA,42,GARCIA,CA-42
118,H,22333,CA,37,KAMLAGER-DOVE,CA-37
118,H,22336,CA,3,KILEY,CA-3
118,H,22354,CA,15,MULLIN,CA-15
118,H,22378,CA,20,FONG,CA-20
118,H,29106,CA,43,WATERS,CA-43
118,H,29312,CA,16,ESHOO,CA-16
118,H,29323,CA,41,CALVERT,CA-41
118,H,29504,CA,18,LOFGREN,CA-18
118,H,29707,CA,32,SHERMAN,CA-32
118,H,29778,CA,12,LEE,CA-12
118,H,29901,CA,4,THOMPSON,CA-4
118,H,29903,CA,31,NAPOLITANO,CA-31
118,H,20704,CO,5,LAMBORN,CO-5
118,H,21510,CO,4,BUCK,CO-4
118,H,21912,CO,6,CROW,CO-6
118,H,21948,CO,2,NEGUSE,CO-2
118,H,22103,CO,3,BOEBERT,CO-3
118,H,22306,CO,8,CARAVEO,CO-8
118,H,22359,CO,7,PETTERSEN,CO-7
118,H,29710,CO,1,DEGETTE,CO-1
118,H,20706,CT,2,COURTNEY,CT-2
118,H,20907,CT,4,HIMES,CT-4
118,H,21931,CT,5,HAYES,CT-5
118,H,29109,CT,3,DELAURO,CT-3
118,H,29908,CT,1,LARSON,CT-1
118,H,21706,DE,1,BLUNT ROCHESTER,DE-1
118,H,21993,DC,0,NORTON,DC-0
118,H,20316,FL,26,DIAZ-BALART,FL-26
118,H,20504,FL,25,WASSERMAN SCHULTZ,FL-25
118,H,20708,FL,14,CASTOR,FL-14
118,H,20709,FL,16,BUCHANAN,FL-16
118,H,20758,FL,12,BILIRAKIS,FL-12
118,H,20909,FL,8,POSEY,FL-8
118,H,21116,FL,11,WEBSTER,FL-11
118,H,21118,FL,24,WILSON,FL-24
118,H,21321,FL,22,FRANKEL,FL-22
118,H,21714,FL,2,DUNN,FL-2
118,H,21719,FL,1,GAETZ,FL-1
118,H,21735,FL,21,MAST,FL-21
118,H,21744,FL,5,RUTHERFORD,FL-5
118,H,21746,FL,9,SOTO,FL-9
118,H,21971,FL,17,STEUBE,FL-17
118,H,21981,FL,6,WALTZ,FL-6
118,H,22107,FL,3,CAMMACK,FL-3
118,H,22111,FL,19,DONALDS,FL-19
118,H,22116,FL,18,FRANKLIN,FL-18
118,H,22118,FL,28,GIMENEZ,FL-28
118,H,22150,FL,27,SALAZAR,FL-27
118,H,22163,FL,20,CHERFILUS-MCCORMICK,FL-20
118,H,22302,FL,4,BEAN,FL-4
118,H,22321,FL,10,FROST,FL-10
118,H,22341,FL,15,LEE,FL-15
118,H,22343,FL,13,LUNA,FL-13
118,H,22350,FL,7,MILLS,FL-7
118,H,22353,FL,23,MOSKOWITZ,FL-23
118,H,20321,GA,13,SCOTT,GA-13
118,H,20712,GA,4,JOHNSON,GA-4
118,H,21123,GA,8,SCOTT,GA-8
118,H,21513,GA,1,CARTER,GA-1
118,H,21515,GA,11,LOUDERMILK,GA-11
118,H,21516,GA,12,ALLEN,GA-12
118,H,21717,GA,3,FERGUSON,GA-3
118,H,21944,GA,7,MCBATH,GA-7
118,H,22110,GA,9,CLYDE,GA-9
118,H,22121,GA,14,GREENE,GA-14
118,H,22156,GA,5,WILLIAMS,GA-5
118,H,22310,GA,10,COLLINS,GA-10
118,H,22346,GA,6,MCCORMICK,GA-6
118,H,29339,GA,2,BISHOP,GA-2
118,H,22373,GU,0,MOYLAN,GU-0
118,H,20322,HI,1,CASE,HI-1
118,H,22369,HI,2,TOKUDA,HI-2
118,H,21920,ID,1,FULCHER,ID-1
118,H,29910,ID,2,SIMPSON,ID-2
118,H,20749,IL,11,FOSTER,IL-11
118,H,20954,IL,5,QUIGLEY,IL-5
118,H,21326,IL,10,SCHNEIDER,IL-10
118,H,21371,IL,2,KELLY,IL-2
118,H,21519,IL,12,BOST,IL-12
118,H,21562,IL,16,LAHOOD,IL-16
118,H,21730,IL,8,KRISHNAMOORTHI,IL-8
118,H,21906,IL,6,CASTEN,IL-6
118,H,21921,IL,4,A,IL-4
